6400,1577000,6400,1998700,6400,1331400,,merge Sort Time(already sorted), time shuffled, time reversed
6500,1653400,6500,3305500,6500,1391200,,merge Sort Time(already sorted), time shuffled, time reversed
6600,1906300,6600,2528300,6600,1958600,,merge Sort Time(already sorted), time shuffled, time reversed
6700,1919100,6700,2639800,6700,1771300,,merge Sort Time(already sorted), time shuffled, time reversed
6800,2094400,6800,2895700,6800,1512000,,merge Sort Time(already sorted), time shuffled, time reversed
6900,1438200,6900,1992500,6900,1320400,,merge Sort Time(already sorted), time shuffled, time reversed
7000,1368300,7000,2029200,7000,1195800,,merge Sort Time(already sorted), time shuffled, time reversed
7100,1189100,7100,1840300,7100,1182800,,merge Sort Time(already sorted), time shuffled, time reversed
7200,1412700,7200,1958500,7200,1188800,,merge Sort Time(already sorted), time shuffled, time reversed
7300,1310000,7300,1949200,7300,1212100,,merge Sort Time(already sorted), time shuffled, time reversed
7400,1267300,7400,2066100,7400,1220500,,merge Sort Time(already sorted), time shuffled, time reversed
7500,1276200,7500,1998500,7500,6442700,,merge Sort Time(already sorted), time shuffled, time reversed
7600,1315800,7600,1722000,7600,783400,,merge Sort Time(already sorted), time shuffled, time reversed
7700,792800,7700,1538100,7700,763600,,merge Sort Time(already sorted), time shuffled, time reversed
7800,784800,7800,1580400,7800,779100,,merge Sort Time(already sorted), time shuffled, time reversed
7900,933200,7900,1804900,7900,839200,,merge Sort Time(already sorted), time shuffled, time reversed
8000,823300,8000,1565000,8000,844100,,merge Sort Time(already sorted), time shuffled, time reversed
8100,901400,8100,1637100,8100,900600,,merge Sort Time(already sorted), time shuffled, time reversed
8200,1052100,8200,2002800,8200,883000,,merge Sort Time(already sorted), time shuffled, time reversed
8300,859400,8300,1628500,8300,958500,,merge Sort Time(already sorted), time shuffled, time reversed
8400,964300,8400,1704800,8400,1108400,,merge Sort Time(already sorted), time shuffled, time reversed
8500,1111100,8500,2116100,8500,1004800,,merge Sort Time(already sorted), time shuffled, time reversed
8600,912800,8600,1767600,8600,915200,,merge Sort Time(already sorted), time shuffled, time reversed
8700,900500,8700,1847800,8700,894700,,merge Sort Time(already sorted), time shuffled, time reversed
8800,991400,8800,1877900,8800,931100,,merge Sort Time(already sorted), time shuffled, time reversed
8900,974800,8900,1880800,8900,957200,,merge Sort Time(already sorted), time shuffled, time reversed
9000,997300,9000,1932000,9000,924000,,merge Sort Time(already sorted), time shuffled, time reversed
9100,916600,9100,1873000,9100,943000,,merge Sort Time(already sorted), time shuffled, time reversed
9200,976600,9200,1823400,9200,966100,,merge Sort Time(already sorted), time shuffled, time reversed
